SPEEDREL,STATE,FATALS,MDRDSTRD,DAY_WEEK,ST_CASE
5,35,1,0,6,350002
5,35,1,0,7,350003
5,35,1,0,4,350004
0,35,1,0,7,350005
5,35,1,0,5,350006
0,35,1,0,1,350007
0,35,1,0,2,350008
0,35,1,93,6,350009
0,35,1,0,1,350010
0,35,1,93,1,350011
5,35,1,93,2,350012
0,35,1,0,6,350013
0,35,1,15,7,350014
3,35,2,93,4,350015
0,35,1,97,6,350016
0,35,1,186,3,350017
0,35,1,96,4,350019
0,35,1,0,3,350020
4,35,1,0,1,350021
0,35,1,96,1,350022
0,35,1,99,1,350023
4,35,1,96,1,350024
0,35,1,0,2,350025
0,35,1,96,6,350026
3,35,1,93,3,350027
3,35,1,93,3,350028
0,35,1,96,7,350029
3,35,1,96,4,350030
4,35,1,93,6,350031
0,35,1,93,1,350032
0,35,1,0,1,350033
4,35,1,96,5,350034
2,35,1,0,1,350035
0,35,1,0,3,350036
9,35,1,99,1,350037
0,35,2,99,2,350038
0,35,1,93,7,350039
0,35,2,0,2,350040
5,35,1,93,6,350041
0,35,1,93,4,350042
3,35,1,93,1,350043
3,35,1,99,1,350044
3,35,1,93,7,350046
0,35,1,96,1,350047
0,35,1,93,4,350048
0,35,1,93,7,350049
0,35,1,0,3,350050
4,35,1,0,7,350051
5,35,1,186,6,350052
3,35,1,96,4,350053
0,35,1,93,1,350054
5,35,1,93,1,350055
3,35,1,93,7,350056
5,35,1,0,6,350057
0,35,1,5,2,350058
0,35,1,93,7,350059
5,35,1,0,3,350060
0,35,1,0,2,350061
0,35,2,0,5,350062
0,35,1,0,5,350063
0,35,1,99,7,350064
2,35,1,0,1,350065
0,35,2,186,2,350066
0,35,1,0,4,350067
3,35,1,93,2,350068
0,35,1,96,3,350069
9,35,1,99,4,350070
0,35,1,0,5,350071
0,35,2,93,1,350072
0,35,1,93,3,350073
5,35,1,0,5,350074
4,35,1,93,7,350075
9,35,1,93,7,350076
0,35,1,93,7,350077
0,35,1,93,2,350078
0,35,1,96,7,350079
0,35,1,93,1,350080
4,35,1,93,7,350081
0,35,2,0,3,350082
3,35,1,93,7,350083
3,35,1,93,6,350084
0,35,1,0,1,350085
0,35,1,99,6,350086
0,35,1,98,7,350087
0,35,1,0,3,350088
0,35,1,0,3,350089
3,35,1,186,2,350090
4,35,1,93,6,350091
0,35,1,93,5,350092
3,35,1,93,3,350093
0,35,1,93,3,350094
0,35,1,93,4,350095
3,35,1,0,7,350096
0,35,1,93,1,350097
0,35,1,93,6,350098
5,35,1,0,7,350099
5,35,1,93,1,350100
0,35,1,93,6,350101
0,35,1,0,7,350102
5,35,1,93,7,350103
0,35,1,99,7,350104
3,35,1,99,3,350105
0,35,1,0,5,350106
0,35,1,0,6,350107
3,35,1,0,5,350108
5,35,2,93,5,350109
5,35,1,93,3,350110
3,35,1,96,2,350111
0,35,1,93,1,350112
3,35,1,96,6,350113
0,35,1,0,7,350114
3,35,1,96,1,350115
0,35,1,0,6,350116
3,35,1,0,6,350117
0,35,1,93,1,350118
0,35,1,0,5,350119
0,35,1,93,6,350120
4,35,1,0,5,350121
0,35,1,93,6,350122
4,35,1,93,7,350123
5,35,1,93,3,350124
0,35,1,96,7,350125
5,35,2,93,1,350126
3,35,>2,93,7,350127
5,35,2,0,4,350128
0,35,1,93,5,350129
4,35,1,96,7,350130
0,35,1,93,1,350131
4,35,1,96,7,350132
0,35,1,99,4,350133
0,35,1,99,5,350134
0,35,1,0,1,350135
0,35,1,93,6,350136
0,35,1,93,1,350137
0,35,1,96,7,350138
0,35,1,96,7,350139
5,35,1,93,6,350140
0,35,1,0,3,350141
9,35,1,99,6,350142
0,35,1,0,1,350143
0,35,1,0,7,350144
0,35,2,0,6,350145
0,35,1,93,3,350146
5,35,1,0,7,350149
3,35,1,96,1,350150
5,35,1,93,1,350151
0,35,1,93,3,350152
0,35,1,93,1,350153
5,35,1,10,3,350154
4,35,1,93,7,350155
3,35,1,93,4,350156
0,35,1,0,7,350157
0,35,1,0,2,350158
5,35,1,93,2,350159
0,35,1,0,5,350160
0,35,1,0,6,350161
0,35,1,0,5,350162
0,35,1,0,7,350163
0,35,1,93,2,350164
0,35,1,0,2,350165
0,35,1,10,3,350166
4,35,1,0,2,350167
5,35,2,93,1,350168
3,35,1,93,7,350169
3,35,1,93,6,350170
0,35,1,5,7,350171
0,35,1,0,5,350172
0,35,1,93,2,350173
0,35,1,0,7,350174
5,35,1,0,7,350175
0,35,2,0,1,350176
5,35,2,0,6,350177
0,35,1,93,6,350178
0,35,1,93,2,350179
4,35,1,96,1,350180
0,35,1,99,1,350181
0,35,2,93,1,350182
0,35,1,93,6,350183
0,35,1,93,4,350184
0,35,1,93,6,350185
5,35,1,93,5,350186
0,35,1,93,4,350187
0,35,2,0,4,350188
5,35,1,93,6,350189
0,35,1,0,2,350190
0,35,1,6,6,350191
0,35,1,0,7,350192
0,35,2,96,2,350193
0,35,1,93,1,350194
0,35,1,99,3,350195
0,35,1,93,6,350196
5,35,1,0,7,350197
5,35,1,93,7,350198
4,35,1,96,5,350199
0,35,1,0,4,350200
5,35,1,0,4,350201
5,35,1,93,5,350202
5,35,1,0,1,350203
5,35,1,99,1,350204
5,35,1,93,1,350205
4,35,1,93,3,350206
5,35,1,0,7,350207
0,35,1,0,4,350208
5,35,1,93,3,350209
0,35,1,0,2,350210
9,35,2,99,1,350211
0,35,1,93,4,350212
0,35,1,93,6,350213
0,35,1,0,6,350214
0,35,1,99,5,350215
5,35,1,93,7,350216
5,35,1,93,6,350217
5,35,1,0,7,350218
0,35,1,99,7,350219
5,35,1,0,4,350220
4,35,1,0,5,350221
5,35,1,0,5,350222
0,35,1,93,6,350223
5,35,1,0,3,350224
5,35,1,93,2,350225
5,35,1,0,3,350226
5,35,1,0,1,350227
0,35,1,93,2,350228
0,35,1,0,4,350229
0,35,1,0,1,350230
0,35,1,0,3,350231
0,35,1,93,3,350232
5,35,1,99,7,350233
5,35,1,93,4,350234
0,35,1,0,7,350235
4,35,1,0,5,350236
0,35,1,93,3,350237
5,35,1,0,6,350238
0,35,1,0,5,350239
5,35,>2,93,1,350240
0,35,1,192,4,350241
9,35,1,99,1,350242
0,35,1,93,5,350243
5,35,1,0,4,350244
9,35,1,99,6,350245
5,35,2,0,7,350246
0,35,1,93,4,350247
5,35,1,0,4,350248
0,35,1,93,2,350249
0,35,1,93,3,350250
5,35,2,96,1,350251
0,35,1,93,4,350252
0,35,1,93,5,350253
5,35,1,0,6,350254
0,35,1,198,4,350255
5,35,1,93,5,350256
4,35,1,6,2,350257
4,35,1,93,5,350258
0,35,1,99,5,350259
0,35,1,99,2,350260
5,35,2,93,5,350261
5,35,1,93,4,350262
5,35,1,93,5,350263
5,35,1,93,4,350264
4,35,1,0,4,350265
0,35,2,19,2,350266
0,35,1,0,5,350267
0,35,1,0,2,350268
0,35,1,0,3,350269
9,35,1,198,7,350270
4,35,2,92,7,350271
5,35,1,93,1,350272
0,35,1,93,3,350273
5,36,1,0,5,360001
0,36,1,0,6,360002
5,36,1,0,7,360003
0,36,1,0,7,360004
0,36,1,0,1,360005
0,36,1,0,2,360006
0,36,1,0,3,360007
0,36,1,0,2,360008
10,36,1,0,7,360009
0,36,1,0,3,360010
0,36,1,0,5,360011
0,36,1,0,6,360012
0,36,1,0,6,360013
0,36,1,17,4,360014
0,36,1,0,4,360015
0,36,1,0,6,360016
5,36,2,0,7,360017
5,36,2,0,2,360018
0,36,1,0,2,360019
0,36,1,0,2,360020
0,36,1,0,6,360021
5,36,1,0,2,360022
4,36,1,0,4,360023
5,36,1,0,4,360024
4,36,1,0,3,360025
0,36,1,0,4,360026
0,36,1,0,5,360027
3,36,1,0,4,360028
4,36,1,0,6,360029
0,36,1,0,6,360030
3,36,1,0,6,360031
5,36,1,0,7,360032
4,36,1,0,1,360033
3,36,1,0,1,360034
0,36,1,0,1,360035
4,36,1,0,1,360036
0,36,1,0,3,360037
4,36,1,0,1,360038
5,36,1,0,1,360039
0,36,1,0,2,360040
5,36,1,0,3,360041
4,36,2,0,5,360042
0,36,1,0,3,360043
0,36,1,0,5,360044
0,36,1,12,6,360045
0,36,1,0,6,360046
0,36,1,0,2,360047
0,36,1,0,7,360048
5,36,2,0,7,360049
0,36,1,0,2,360050
0,36,1,0,2,360051
4,36,1,0,4,360052
0,36,1,17,6,360053
9,36,1,17,4,360054
0,36,1,17,5,360055
0,36,1,0,6,360056
4,36,2,0,6,360057
0,36,1,0,6,360058
0,36,1,17,2,360059
0,36,1,17,5,360060
0,36,1,10,3,360061
0,36,1,0,4,360062
4,36,1,0,6,360063
5,36,1,0,5,360064
0,36,1,0,1,360065
4,36,1,0,7,360066
0,36,1,0,1,360067
0,36,1,12,3,360068
4,36,1,0,1,360069
0,36,1,0,3,360070
0,36,1,6,5,360071
0,36,1,0,7,360072
0,36,2,0,7,360073
0,36,1,0,4,360074
5,36,1,0,5,360075
0,36,1,0,6,360076
0,36,1,0,5,360077
0,36,1,0,6,360078
9,36,1,17,1,360079
0,36,1,0,6,360080
5,36,1,0,1,360081
0,36,1,0,7,360082
0,36,1,0,5,360083
5,36,1,0,5,360084
0,36,1,0,1,360085
0,36,1,0,4,360086
5,36,1,0,1,360087
8,36,1,16,2,360088
0,36,1,0,1,360089
0,36,1,17,6,360090
0,36,1,0,6,360091
8,36,1,33,4,360092
0,36,1,17,2,360093
5,36,2,0,2,360094
0,36,1,17,4,360095
0,36,1,0,7,360096
0,36,>2,12,3,360097
0,36,1,0,5,360098
0,36,1,0,4,360099
0,36,1,17,3,360100
5,36,1,0,6,360101
5,36,1,0,7,360102
0,36,1,17,6,360103
0,36,1,99,1,360104
5,36,1,0,1,360105
0,36,1,3,2,360106
5,36,1,0,2,360107
5,36,1,0,5,360108
5,36,1,0,5,360109
0,36,1,0,6,360110
5,36,1,0,4,360111
0,36,1,0,3,360112
4,36,1,0,3,360113
0,36,1,0,4,360114
0,36,1,17,6,360115
0,36,1,17,2,360116
5,36,1,0,1,360117
0,36,1,0,2,360118
0,36,1,0,4,360119
0,36,1,17,3,360120
5,36,1,0,7,360121
0,36,1,17,2,360122
0,36,1,0,5,360123
9,36,1,99,2,360124
0,36,1,0,6,360125
0,36,1,0,5,360126
0,36,1,0,4,360127
0,36,1,0,6,360128
0,36,1,0,3,360129
5,36,1,0,6,360130
3,36,1,0,7,360131
0,36,1,0,7,360132
0,36,1,0,4,360134
0,36,2,17,6,360135
0,36,1,0,7,360136
4,36,1,0,3,360137
0,36,2,0,6,360138
0,36,1,0,4,360139
0,36,1,17,4,360140
5,36,1,0,5,360141
5,36,1,0,2,360142
0,36,1,0,3,360143
0,36,1,0,1,360144
0,36,1,0,4,360145
0,36,1,0,5,360146
0,36,1,0,3,360147
0,36,1,0,5,360148
0,36,1,17,5,360149
3,36,1,0,6,360150
0,36,1,0,6,360151
5,36,2,17,1,360152
4,36,1,0,1,360153
0,36,1,17,1,360154
0,36,1,0,4,360155
0,36,1,34,4,360156
0,36,1,0,5,360157
0,36,1,17,5,360158
0,36,1,0,5,360159
5,36,1,0,6,360160
0,36,1,0,5,360161
0,36,1,17,2,360162
0,36,1,0,5,360163
0,36,1,9,1,360164
0,36,1,0,7,360165
0,36,1,17,7,360166
5,36,1,0,7,360167
5,36,1,0,6,360168
5,36,1,0,2,360169
0,36,1,17,6,360170
0,36,1,17,7,360171
5,36,1,0,1,360172
5,36,1,0,2,360173
5,36,1,12,4,360174
0,36,1,0,1,360175
0,36,1,17,2,360176
0,36,1,17,7,360177
0,36,1,17,5,360178
0,36,1,0,3,360179
0,36,1,0,2,360180
0,36,1,0,7,360181
5,36,1,0,7,360182
0,36,1,0,1,360183
5,36,1,0,3,360184
0,36,2,0,7,360185
0,36,1,0,2,360186
0,36,1,17,2,360187
10,36,2,0,6,360188
0,36,1,0,6,360189
0,36,1,0,7,360190
5,36,1,0,7,360191
0,36,1,17,1,360192
5,36,1,0,2,360193
0,36,1,0,7,360194
5,36,1,0,3,360195
0,36,1,0,2,360196
5,36,1,0,3,360197
3,36,1,0,6,360198
0,36,1,0,6,360199
0,36,1,0,4,360200
0,36,1,1,3,360201
0,36,1,0,6,360202
0,36,1,0,5,360203
5,36,1,0,7,360204
0,36,1,0,7,360205
4,36,1,0,1,360206
5,36,1,0,7,360207
0,36,1,0,1,360208
3,36,2,0,3,360209
4,36,2,0,5,360210
4,36,1,0,5,360211
4,36,1,0,4,360212
0,36,1,0,5,360213
0,36,1,0,6,360214
5,36,1,0,7,360215
3,36,1,0,7,360216
3,36,1,0,6,360217
0,36,1,0,7,360218
0,36,1,0,1,360219
0,36,1,0,1,360220
0,36,1,0,2,360221
0,36,1,17,1,360222
0,36,1,0,3,360223
0,36,1,0,2,360224
0,36,1,0,3,360225
0,36,1,0,4,360226
3,36,1,0,7,360227
0,36,1,0,7,360228
0,36,1,0,4,360229
0,36,1,0,4,360230
3,36,1,0,4,360231
0,36,1,0,6,360232
0,36,1,0,1,360233
0,36,1,0,2,360234
4,36,1,0,4,360235
0,36,1,0,2,360236
0,36,1,0,7,360237
3,36,1,0,2,360238
0,36,1,13,4,360239
0,36,1,0,3,360240
0,36,1,0,4,360241
0,36,1,0,6,360242
0,36,1,0,2,360243
0,36,1,0,4,360244
0,36,1,17,3,360245
0,36,1,0,4,360246
0,36,1,0,5,360247
0,36,>2,0,1,360248
0,36,1,0,1,360249
3,36,1,0,7,360250
0,36,1,0,2,360251
0,36,1,0,2,360252
0,36,1,17,7,360253
0,36,1,0,4,360254
3,36,1,0,6,360255
0,36,1,0,4,360256
0,36,1,0,2,360257
0,36,1,0,4,360258
0,36,1,0,5,360259
0,36,1,0,4,360260
5,36,1,0,5,360261
5,36,2,0,7,360262
0,36,1,0,4,360263
5,36,2,0,7,360264
8,36,1,16,6,360265
0,36,1,0,6,360266
0,36,1,0,5,360267
0,36,1,0,6,360268
0,36,1,0,4,360269
3,36,1,0,1,360270
0,36,1,0,5,360271
0,36,1,17,6,360272
5,36,2,0,7,360273
0,36,1,0,7,360274
5,36,1,17,1,360275
5,36,1,0,2,360276
0,36,1,1,7,360277
4,36,1,0,7,360278
0,36,1,0,4,360279
3,36,1,0,2,360280
4,36,1,0,7,360281
5,36,1,17,2,360282
0,36,1,0,1,360283
0,36,1,17,7,360284
0,36,1,0,3,360285
4,36,1,0,3,360286
3,36,1,0,3,360287
0,36,1,0,5,360288
0,36,1,17,3,360289
4,36,1,0,5,360290
0,36,1,0,3,360291
3,36,1,0,1,360292
3,36,2,0,7,360293
4,36,1,0,5,360294
0,36,1,0,1,360295
0,36,1,0,3,360296
0,36,1,0,4,360297
0,36,1,0,5,360298
0,36,1,0,3,360299
9,36,1,99,6,360300
0,36,1,0,7,360301
0,36,1,0,2,360302
5,36,1,0,6,360303
0,36,1,17,7,360304
0,36,1,0,3,360305
0,36,1,0,5,360306
0,36,1,0,7,360307
0,36,1,0,3,360308
0,36,1,0,1,360309
0,36,1,0,2,360310
0,36,1,0,6,360311
0,36,1,0,4,360312
4,36,1,17,3,360313
5,36,1,0,4,360314
0,36,1,0,5,360315
4,36,1,0,5,360316
4,36,1,0,7,360317
0,36,1,17,2,360318
4,36,1,0,3,360319
0,36,1,0,7,360320
0,36,1,17,7,360321
0,36,1,0,2,360322
0,36,1,0,2,360325
0,36,1,0,4,360326
5,36,1,0,5,360327
0,36,1,0,6,360328
0,36,1,0,6,360329
0,36,1,0,5,360330
4,36,2,0,7,360331
0,36,1,0,7,360332
0,36,1,0,2,360333
3,36,1,0,7,360334
0,36,1,0,7,360335
5,36,1,0,1,360336
0,36,1,0,4,360337
0,36,1,0,7,360338
0,36,1,0,6,360339
0,36,1,10,7,360340
3,36,1,1,7,360341
0,36,1,0,6,360342
0,36,1,0,2,360343
0,36,1,0,2,360344
0,36,1,0,3,360345
0,36,1,0,3,360346
3,36,1,0,6,360347
0,36,1,0,5,360348
0,36,1,0,4,360349
5,36,2,0,5,360350
0,36,1,0,3,360351
0,36,1,0,3,360352
0,36,1,0,4,360353
0,36,2,0,4,360354
0,36,1,0,2,360355
4,36,1,0,1,360356
0,36,1,0,6,360357
0,36,1,0,3,360358
0,36,1,0,3,360359
0,36,1,0,4,360360
0,36,1,0,5,360361
0,36,1,0,4,360362
3,36,1,0,6,360363
0,36,1,0,6,360364
0,36,1,0,1,360365
0,36,1,0,2,360366
0,36,1,0,1,360367
4,36,1,0,1,360368
0,36,1,0,4,360369
0,36,1,0,2,360370
0,36,1,0,3,360371
5,36,1,0,2,360372
18,36,1,0,3,360373
0,36,1,0,4,360374
0,36,1,0,6,360375
3,36,1,0,2,360376
0,36,1,0,7,360377
0,36,1,0,1,360378
0,36,1,0,4,360379
4,36,1,0,7,360380
0,36,1,17,7,360381
0,36,1,0,5,360382
0,36,1,17,1,360383
0,36,1,0,7,360384
0,36,1,0,4,360385
0,36,1,0,4,360386
4,36,1,0,7,360387
0,36,1,0,7,360388
4,36,1,17,1,360389
0,36,1,17,2,360390
3,36,1,0,2,360391
0,36,1,0,6,360392
5,36,1,0,1,360393
0,36,1,0,2,360394
0,36,1,17,4,360395
3,36,>2,0,4,360396
0,36,1,0,4,360397
0,36,1,17,3,360398
0,36,1,17,5,360399
5,36,1,0,5,360400
0,36,1,12,3,360401
3,36,1,0,6,360402
0,36,1,0,2,360403
0,36,1,0,2,360404
0,36,1,0,2,360405
0,36,1,0,3,360406
4,36,1,0,4,360407
2,36,1,0,4,360408
0,36,1,0,4,360409
0,36,1,0,2,360410
0,36,1,0,4,360411
0,36,1,0,5,360412
5,36,1,0,5,360413
5,36,1,0,1,360414
3,36,2,0,7,360415
0,36,1,0,7,360416
0,36,1,0,2,360417
0,36,1,0,7,360418
0,36,1,0,7,360419
0,36,1,0,7,360420
0,36,1,0,1,360421
9,36,1,99,3,360422
0,36,1,0,1,360423
0,36,1,0,6,360424
3,36,1,1,2,360425
0,36,1,0,7,360426
0,36,1,17,6,360427
0,36,1,0,7,360428
0,36,1,12,2,360429
0,36,1,0,7,360430
0,36,1,0,1,360431
3,36,1,0,7,360432
4,36,1,0,6,360433
0,36,>2,0,7,360434
0,36,1,17,6,360435
0,36,1,0,7,360436
0,36,1,0,5,360437
0,36,1,0,1,360438
5,36,1,0,2,360439
0,36,1,0,5,360440
0,36,1,17,7,360441
3,36,1,17,2,360442
0,36,1,0,3,360443
0,36,1,98,2,360444
0,36,1,0,5,360445
0,36,1,0,2,360446
5,36,1,0,2,360447
0,36,1,0,3,360448
5,36,1,0,3,360449
0,36,1,0,4,360450
0,36,1,0,6,360451
0,36,1,17,2,360452
4,36,1,0,2,360453
5,36,1,0,1,360454
0,36,1,0,6,360455
0,36,1,0,2,360456
5,36,1,0,7,360457
0,36,1,0,6,360458
0,36,1,0,2,360459
8,36,1,16,4,360460
5,36,1,0,5,360461
0,36,1,1,1,360462
4,36,1,0,5,360463
0,36,1,0,4,360464
0,36,1,17,4,360465
0,36,1,0,4,360466
0,36,1,0,6,360467
0,36,1,0,5,360468
0,36,1,0,6,360469
0,36,1,0,6,360470
5,36,1,0,5,360471
0,36,1,0,5,360472
3,36,1,0,5,360473
0,36,2,17,5,360474
0,36,1,0,7,360475
0,36,1,0,7,360476
5,36,1,0,6,360477
0,36,1,0,6,360478
4,36,1,0,1,360479
0,36,1,0,1,360480
0,36,1,0,1,360481
0,36,1,0,3,360482
5,36,1,0,3,360483
0,36,1,0,5,360484
0,36,1,0,6,360485
3,36,1,0,5,360486
0,36,1,17,7,360487
0,36,1,0,5,360488
4,36,1,0,6,360489
5,36,1,0,6,360490
5,36,1,0,7,360491
4,36,1,0,1,360492
4,36,1,0,5,360493
4,36,1,0,1,360494
0,36,1,17,7,360495
3,36,1,0,1,360496
5,36,1,0,1,360497
0,36,1,0,2,360498
4,36,1,0,2,360499
0,36,1,0,2,360500
0,36,1,17,4,360501
5,36,1,0,3,360502
4,36,1,0,2,360503
5,36,1,0,4,360504
0,36,1,0,4,360505
0,36,1,0,4,360506
3,36,1,0,7,360507
0,36,1,0,6,360508
0,36,1,0,2,360509
0,36,1,0,5,360510
0,36,1,0,1,360511
5,36,1,0,1,360512
0,36,1,0,3,360513
0,36,2,0,1,360514
0,36,1,0,1,360515
5,36,1,0,1,360516
0,36,1,0,1,360517
3,36,1,0,2,360518
0,36,1,0,5,360519
0,36,1,0,6,360520
0,36,1,0,2,360521
3,36,1,17,6,360522
0,36,1,3,2,360523
0,36,1,17,5,360524
0,36,2,0,1,360525
4,36,1,0,7,360526
0,36,1,0,4,360527
0,36,1,0,2,360528
5,36,1,0,2,360529
0,36,1,0,1,360530
0,36,1,17,4,360531
0,36,1,0,5,360532
0,36,1,12,5,360533
0,36,1,0,4,360534
5,36,1,0,6,360535
0,36,1,0,1,360536
0,36,1,0,7,360537
0,36,1,0,7,360538
0,36,2,0,1,360539
4,36,1,0,1,360540
0,36,1,0,2,360541
4,36,1,17,3,360542
0,36,1,0,4,360543
5,36,1,0,1,360544
0,36,1,0,1,360545
0,36,1,17,4,360546
0,36,1,0,5,360547
0,36,1,0,1,360548
0,36,1,0,5,360549
0,36,1,0,3,360550
0,36,1,0,2,360551
0,36,1,17,3,360552
0,36,1,0,1,360553
5,36,1,0,2,360554
0,36,1,17,7,360555
0,36,1,0,1,360556
0,36,1,0,3,360557
0,36,1,0,4,360558
0,36,1,0,2,360559
0,36,1,0,6,360560
0,36,1,0,4,360561
0,36,2,0,4,360562
3,36,1,0,6,360563
0,36,1,0,1,360564
0,36,1,0,6,360565
5,36,1,0,7,360566
0,36,1,0,7,360567
0,36,1,0,1,360568
0,36,1,0,2,360569
5,36,1,0,4,360570
0,36,1,0,5,360571
5,36,1,0,5,360572
0,36,1,0,2,360573
0,36,1,0,5,360574
0,36,1,0,5,360575
0,36,1,0,2,360576
5,36,1,0,6,360577
0,36,1,0,6,360578
0,36,1,7,6,360579
0,36,1,0,2,360580
5,36,2,0,1,360581
5,36,1,0,7,360582
3,36,1,0,1,360583
0,36,1,0,7,360584
0,36,2,0,6,360585
5,36,2,0,7,360586
3,36,1,0,7,360587
0,36,1,0,7,360588
0,36,1,0,5,360589
0,36,1,0,7,360590
0,36,1,0,3,360591
0,36,1,0,3,360592
0,36,1,4,3,360593
0,36,1,0,6,360594
0,36,1,0,3,360595
0,36,1,0,4,360596
0,36,1,0,5,360597
0,36,1,13,5,360598
0,36,1,0,5,360599
0,36,1,0,1,360600
5,36,1,0,7,360601
4,36,1,0,5,360602
0,36,1,0,6,360603
0,36,1,0,5,360604
0,36,1,0,7,360605
5,36,2,0,7,360606
4,36,1,0,1,360607
0,36,1,17,1,360608
0,36,1,0,5,360609
0,36,1,17,5,360610
5,36,1,0,3,360611
0,36,1,0,3,360612
0,36,1,0,2,360613
5,36,1,0,4,360614
0,36,1,0,4,360615
4,36,1,0,1,360616
4,36,1,0,1,360617
0,36,>2,0,1,360618
0,36,1,0,5,360619
0,36,1,17,1,360620
0,36,1,9,1,360621
4,36,1,0,7,360622
0,36,1,0,5,360623
0,36,1,0,7,360624
0,36,1,0,4,360625
0,36,1,0,1,360626
5,36,1,0,2,360627
0,36,1,0,1,360628
4,36,1,0,2,360629
9,36,1,0,2,360630
4,36,1,0,7,360632
0,36,1,17,4,360633
0,36,1,0,4,360634
4,36,1,0,7,360635
5,36,2,0,4,360636
0,36,1,0,4,360637
4,36,1,0,1,360638
10,36,1,0,4,360639
0,36,1,0,2,360640
0,36,1,0,7,360641
0,36,1,17,4,360642
0,36,1,17,3,360643
4,36,1,0,4,360644
5,36,>2,0,2,360645
0,36,1,0,6,360646
5,36,1,0,7,360647
3,36,1,0,6,360648
5,36,1,0,7,360649
0,36,1,17,1,360650
4,36,1,0,7,360651
0,36,1,0,1,360652
0,36,1,0,1,360653
0,36,1,0,7,360654
0,36,1,0,2,360655
0,36,1,0,1,360656
0,36,1,0,2,360657
0,36,1,0,2,360658
0,36,1,0,7,360659
0,36,1,0,2,360660
0,36,1,0,1,360661
0,36,1,17,3,360662
5,36,1,0,4,360663
0,36,2,0,6,360664
5,36,1,0,4,360665
0,36,1,1,6,360666
0,36,1,0,4,360667
0,36,1,0,2,360668
5,36,1,1,6,360669
0,36,2,0,5,360670
3,36,1,0,7,360671
3,36,1,0,1,360672
0,36,1,0,6,360673
0,36,2,0,4,360674
0,36,1,17,5,360675
0,36,1,0,3,360676
0,36,1,0,3,360677
0,36,1,0,6,360678
0,36,1,0,1,360679
0,36,1,0,6,360680
0,36,1,17,7,360681
0,36,1,0,1,360682
0,36,1,0,2,360683
0,36,1,0,1,360684
4,36,1,0,4,360685
3,36,1,0,2,360686
0,36,1,0,2,360687
0,36,1,0,2,360688
0,36,1,0,4,360689
4,36,1,0,6,360690
0,36,2,3,3,360691
4,36,1,0,6,360692
0,36,1,0,1,360693
5,36,1,12,7,360694
4,36,1,0,1,360695
0,36,2,0,3,360696
0,36,1,98,4,360697
0,36,1,0,4,360698
0,36,1,0,5,360699
0,36,1,0,4,360700
0,36,1,0,3,360701
3,36,1,0,1,360702
0,36,1,0,5,360703
0,36,1,0,1,360704
0,36,1,17,7,360705
0,36,1,0,7,360706
0,36,1,0,7,360707
0,36,1,0,7,360708
0,36,1,0,2,360709
9,36,1,0,1,360710
0,36,1,0,2,360711
0,36,1,0,2,360712
0,36,1,0,2,360713
0,36,1,0,2,360714
4,36,1,0,5,360715
0,36,1,0,3,360716
0,36,1,0,3,360717
5,36,1,0,4,360718
3,36,1,0,4,360719
0,36,1,17,3,360720
0,36,1,0,4,360721
0,36,1,0,5,360722
0,36,1,34,2,360723
0,36,1,0,7,360724
0,36,1,0,1,360725
0,36,1,0,5,360726
0,36,1,0,7,360727
0,36,1,0,5,360728
0,36,1,0,2,360729
4,36,1,0,1,360730
0,36,1,0,2,360731
0,36,1,0,3,360732
0,36,1,0,2,360733
0,36,1,17,4,360734
0,36,1,0,5,360735
0,36,1,0,2,360736
0,36,1,0,7,360737
0,36,1,0,3,360738
0,36,1,17,2,360739
0,36,>2,0,7,360740
0,36,1,0,3,360741
0,36,1,0,7,360742
0,36,1,0,6,360743
0,36,2,0,6,360744
0,36,1,0,1,360745
0,36,1,0,5,360746
4,36,1,0,4,360747
5,36,1,0,2,360748
0,36,1,0,3,360749
0,36,1,0,3,360750
0,36,1,0,5,360751
0,36,1,0,6,360752
5,36,1,0,4,360753
0,36,1,0,3,360754
5,36,1,0,6,360755
4,36,>2,0,4,360756
0,36,1,0,1,360757
3,36,1,0,1,360758
0,36,1,0,5,360759
5,36,1,0,5,360760
0,36,1,0,1,360761
0,36,1,0,5,360762
0,36,1,0,7,360763
3,36,1,0,4,360764
0,36,1,0,5,360765
0,36,1,0,7,360766
0,36,1,0,6,360767
0,36,1,17,7,360768
0,36,1,0,5,360769
0,36,1,0,1,360770
0,36,1,0,4,360771
0,36,1,0,2,360772
0,36,1,0,5,360773
0,36,1,1,7,360774
0,36,1,0,1,360775
0,36,1,0,2,360776
0,36,1,0,2,360777
0,36,1,0,1,360778
0,36,1,0,7,360779
10,36,1,0,1,360780
3,36,1,0,7,360781
0,36,1,0,6,360782
0,36,1,98,2,360783
5,36,1,0,4,360784
0,36,1,0,6,360785
5,36,1,0,6,360786
0,36,1,0,6,360787
0,36,1,0,7,360788
5,36,1,0,1,360789
0,36,1,0,2,360790
0,36,1,0,2,360791
0,36,1,17,7,360792
0,36,1,0,2,360793
0,36,1,17,4,360794
0,36,1,0,2,360795
0,36,1,1,4,360796
0,36,1,0,5,360797
0,36,1,0,4,360798
0,36,1,0,7,360799
5,36,1,0,6,360800
0,36,>2,17,7,360801
5,36,1,0,1,360802
0,36,1,0,6,360803
0,36,1,0,7,360804
0,36,1,0,1,360805
0,36,1,0,1,360806
4,36,1,0,7,360807
0,36,1,17,3,360808
