ST_CASE,STATE,FATAL_COUNT
121832,12,1
121833,12,1
121834,12,1
121835,12,1
121836,12,1
121837,12,1
121838,12,2
121839,12,1
121840,12,1
121841,12,1
121842,12,2
121843,12,1
121844,12,1
121845,12,1
121846,12,1
121847,12,1
121848,12,1
121849,12,1
121850,12,1
121851,12,1
121852,12,2
121853,12,1
121854,12,1
121855,12,1
121856,12,1
121857,12,1
121858,12,1
121859,12,1
121860,12,1
121861,12,1
121862,12,1
121863,12,2
121864,12,1
121866,12,1
121867,12,1
121868,12,1
121869,12,1
121870,12,1
121871,12,1
121872,12,1
121873,12,1
121874,12,1
121875,12,1
121877,12,1
121878,12,1
121879,12,1
121880,12,1
121881,12,1
121882,12,1
121883,12,1
121884,12,1
121885,12,1
121886,12,1
121887,12,1
121888,12,1
121890,12,1
121891,12,1
121892,12,1
121893,12,1
121894,12,1
121895,12,1
121896,12,2
121897,12,1
121899,12,1
121900,12,1
121901,12,1
121902,12,1
121903,12,1
121904,12,1
121905,12,1
121906,12,1
121907,12,1
121908,12,1
121909,12,1
121910,12,1
121911,12,1
121913,12,1
121914,12,1
121915,12,1
121916,12,1
121917,12,1
121918,12,1
121919,12,1
121920,12,>2
121921,12,1
121922,12,1
121923,12,1
121924,12,1
121925,12,2
121926,12,1
121927,12,1
121928,12,1
121929,12,1
121930,12,1
121931,12,1
121932,12,1
121933,12,1
121934,12,1
121935,12,1
121936,12,1
121937,12,1
121938,12,1
121939,12,1
121940,12,2
121941,12,1
121942,12,1
121943,12,1
121944,12,1
121945,12,1
121946,12,1
121947,12,1
121948,12,1
121949,12,1
121950,12,1
121951,12,2
121952,12,1
121953,12,1
121954,12,1
121955,12,1
121956,12,1
121957,12,1
121958,12,1
121959,12,1
121960,12,1
121961,12,1
121962,12,1
121963,12,1
121964,12,1
121965,12,1
121966,12,1
121967,12,1
121969,12,1
121970,12,2
121971,12,1
121972,12,1
121973,12,1
121974,12,1
121975,12,1
121976,12,1
121977,12,1
121978,12,1
121979,12,1
121980,12,1
121981,12,1
121982,12,1
121983,12,1
121984,12,2
121985,12,1
121986,12,1
121987,12,2
121988,12,1
121990,12,1
121991,12,1
121992,12,1
121993,12,1
121994,12,1
121995,12,1
121996,12,2
121998,12,1
121999,12,1
122000,12,1
122001,12,1
122002,12,1
122003,12,1
122004,12,1
122005,12,1
122006,12,1
122007,12,1
122008,12,1
122009,12,1
122010,12,2
122011,12,1
122012,12,1
122013,12,1
122014,12,1
122015,12,2
122016,12,1
122017,12,1
122018,12,1
122019,12,1
122020,12,1
122021,12,1
122022,12,1
122023,12,1
122024,12,1
122025,12,1
122026,12,1
122027,12,1
122028,12,1
122030,12,1
122031,12,1
122032,12,1
122033,12,1
122034,12,1
122035,12,1
122036,12,1
122037,12,1
122038,12,1
122039,12,1
122040,12,1
122041,12,1
122042,12,1
122043,12,1
122044,12,1
122045,12,1
122046,12,1
122047,12,1
122048,12,1
122049,12,1
122050,12,1
122051,12,1
122052,12,1
122053,12,1
122054,12,1
122055,12,1
122056,12,1
122057,12,1
122058,12,1
122059,12,1
122060,12,1
122061,12,1
122062,12,1
122063,12,1
122064,12,1
122065,12,1
122067,12,1
122068,12,1
122069,12,2
122070,12,2
122071,12,1
122072,12,1
122073,12,1
122074,12,1
122075,12,1
122076,12,1
122077,12,1
122078,12,1
122079,12,1
122080,12,2
122081,12,1
122082,12,1
122083,12,2
122084,12,1
122085,12,1
122086,12,1
122087,12,1
122088,12,1
122089,12,1
122091,12,1
122092,12,1
122093,12,1
122094,12,1
122095,12,1
122096,12,2
122097,12,1
122098,12,1
122099,12,2
122100,12,>2
122101,12,1
122102,12,1
122103,12,1
122104,12,1
122105,12,1
122106,12,1
122107,12,1
122108,12,1
122109,12,1
122110,12,1
122111,12,1
122112,12,1
122113,12,1
122114,12,1
122115,12,1
122116,12,1
122117,12,1
122118,12,1
122119,12,1
122120,12,1
122121,12,1
122122,12,1
122123,12,1
122124,12,1
122125,12,1
122126,12,1
122127,12,2
122128,12,1
122129,12,1
122130,12,1
122131,12,1
122132,12,1
122133,12,>2
122134,12,1
122136,12,1
122137,12,1
122138,12,1
122139,12,1
122140,12,1
122141,12,1
122142,12,2
122143,12,1
122144,12,1
122145,12,1
122146,12,1
122147,12,1
122148,12,1
122149,12,1
122150,12,1
122151,12,1
122152,12,1
122153,12,1
122154,12,1
122155,12,1
122156,12,1
122157,12,1
122158,12,1
122159,12,1
122161,12,1
122162,12,1
122163,12,1
122164,12,1
122165,12,1
122166,12,1
122167,12,1
122168,12,1
122169,12,1
122170,12,1
122171,12,1
122172,12,1
122173,12,1
122174,12,1
122175,12,1
122176,12,1
122177,12,1
122178,12,1
122179,12,1
122180,12,1
122181,12,2
122182,12,1
122183,12,1
122184,12,1
122185,12,1
122186,12,1
122187,12,1
122188,12,1
122190,12,1
122191,12,1
122193,12,1
122194,12,1
122195,12,1
122196,12,1
122197,12,1
122198,12,1
122199,12,1
122200,12,1
122201,12,1
122202,12,1
122203,12,1
122204,12,1
122205,12,1
122206,12,1
122207,12,1
122208,12,1
122209,12,1
122210,12,1
122211,12,1
122212,12,1
122213,12,1
122214,12,1
122215,12,1
122216,12,1
122217,12,1
122218,12,1
122220,12,>2
122221,12,1
122222,12,1
122223,12,1
122224,12,1
122225,12,1
122226,12,1
122227,12,1
122228,12,1
122229,12,1
122230,12,1
122231,12,1
122232,12,1
122233,12,1
122234,12,1
122235,12,1
122236,12,2
122237,12,1
122238,12,1
122239,12,1
122240,12,1
122241,12,1
122242,12,1
122243,12,1
122244,12,1
122245,12,1
122246,12,1
122247,12,1
122248,12,1
122249,12,1
122250,12,1
122251,12,1
122252,12,1
122253,12,1
122254,12,1
122255,12,1
122256,12,1
122257,12,1
122258,12,1
122259,12,1
122260,12,1
122261,12,1
122262,12,1
122263,12,1
122264,12,1
122265,12,1
122266,12,1
122267,12,1
122268,12,1
122269,12,1
122270,12,1
122271,12,1
122272,12,1
122273,12,1
122274,12,1
122275,12,1
122276,12,1
122277,12,1
122278,12,1
122279,12,1
122280,12,1
122281,12,1
122282,12,1
122283,12,1
122284,12,1
122285,12,1
122286,12,1
122287,12,1
122288,12,1
122290,12,1
122291,12,1
122292,12,1
122293,12,1
122294,12,1
122295,12,1
122297,12,1
122298,12,1
122299,12,1
122300,12,2
122301,12,1
122302,12,1
122303,12,1
122304,12,1
122305,12,1
122306,12,1
122307,12,1
122308,12,1
122309,12,>2
122310,12,1
122311,12,1
122312,12,1
122313,12,2
122314,12,1
122315,12,1
122316,12,1
122317,12,1
122318,12,1
122319,12,1
122320,12,1
122321,12,1
122322,12,1
122323,12,1
122324,12,1
122325,12,1
122326,12,1
122327,12,1
122328,12,1
122329,12,1
122331,12,1
122332,12,1
122333,12,1
122334,12,1
122335,12,1
122336,12,1
122337,12,1
122338,12,2
122339,12,1
122340,12,1
122341,12,1
122342,12,1
122344,12,1
122345,12,1
122346,12,1
122347,12,1
122348,12,1
122349,12,1
122350,12,1
122351,12,1
122352,12,1
122353,12,1
122354,12,1
122355,12,1
122356,12,1
122358,12,1
122359,12,1
122360,12,1
122361,12,1
122362,12,1
122363,12,1
122365,12,1
122366,12,1
122367,12,1
122368,12,1
122369,12,1
122370,12,1
122371,12,1
122372,12,1
122373,12,1
122374,12,1
122375,12,1
122376,12,1
122377,12,1
122378,12,1
122379,12,1
122380,12,1
122381,12,1
122382,12,1
122383,12,1
122384,12,1
122385,12,1
122386,12,1
122387,12,1
122388,12,1
122389,12,1
122390,12,1
122392,12,1
122393,12,1
122394,12,1
122395,12,1
122396,12,1
122397,12,1
122398,12,1
122399,12,1
122400,12,1
122401,12,1
122402,12,1
122404,12,1
122405,12,1
122406,12,1
122407,12,1
122408,12,1
122409,12,1
122410,12,1
122411,12,1
122412,12,1
122413,12,1
122414,12,2
122415,12,1
122416,12,1
122417,12,2
122418,12,1
122419,12,1
122420,12,1
122421,12,1
122422,12,1
122423,12,1
122424,12,1
122425,12,1
122426,12,1
122427,12,1
122428,12,1
122429,12,1
122430,12,1
122431,12,1
122432,12,1
122433,12,1
122434,12,1
122435,12,1
122436,12,1
122437,12,1
122438,12,1
122439,12,1
122440,12,1
122441,12,1
122442,12,1
122443,12,1
122444,12,1
122445,12,1
122446,12,1
122447,12,1
122448,12,1
122449,12,1
122450,12,1
122451,12,1
122452,12,2
122453,12,1
122454,12,1
122455,12,1
122456,12,1
122457,12,1
122458,12,1
122459,12,1
122460,12,1
122461,12,1
122462,12,1
122463,12,1
122464,12,1
122465,12,1
122466,12,1
122467,12,1
122468,12,1
122469,12,1
122470,12,1
122471,12,1
122472,12,1
122473,12,1
122474,12,1
122475,12,1
122476,12,1
122477,12,1
122478,12,2
122479,12,1
122480,12,1
122481,12,1
122482,12,1
122483,12,1
122484,12,1
122485,12,1
122486,12,1
122487,12,1
122488,12,1
122489,12,1
122490,12,2
122491,12,1
122492,12,1
122493,12,1
122494,12,1
122495,12,1
122496,12,1
122497,12,1
122498,12,1
122499,12,1
122500,12,2
122501,12,1
122502,12,1
122503,12,1
122504,12,1
122505,12,1
122506,12,1
122507,12,1
122508,12,1
122509,12,1
122510,12,1
122511,12,1
122512,12,1
122513,12,1
122514,12,1
122515,12,1
122516,12,1
122517,12,1
122518,12,1
122519,12,1
122520,12,1
122521,12,2
122522,12,1
122523,12,1
122524,12,2
122525,12,1
122526,12,2
122527,12,1
122528,12,1
122529,12,1
122530,12,1
122531,12,1
122532,12,1
122533,12,1
122534,12,1
122535,12,1
122536,12,1
122537,12,1
122538,12,1
122539,12,1
122540,12,1
122541,12,1
122542,12,1
122543,12,1
122544,12,1
122545,12,1
122546,12,1
122547,12,1
122548,12,2
122549,12,1
122550,12,1
122551,12,1
122552,12,>2
122553,12,1
122554,12,1
122555,12,1
122556,12,1
122557,12,1
122558,12,1
122559,12,1
122560,12,1
122561,12,2
122562,12,1
122563,12,1
122564,12,1
122565,12,1
122566,12,1
122567,12,1
122568,12,1
122569,12,1
122570,12,1
122571,12,2
122572,12,1
122573,12,1
122574,12,1
122575,12,1
122576,12,1
122577,12,1
122578,12,1
122579,12,1
122580,12,1
122581,12,1
122582,12,1
122583,12,1
122584,12,1
122585,12,1
122586,12,1
122587,12,1
122588,12,1
122589,12,1
122590,12,1
122591,12,1
122592,12,1
122593,12,1
122594,12,1
122595,12,1
122597,12,1
122598,12,1
122599,12,>2
122600,12,1
122601,12,1
122602,12,1
122603,12,1
122604,12,1
122605,12,1
122606,12,1
122607,12,1
122608,12,1
122609,12,1
122610,12,1
122611,12,1
122612,12,>2
122613,12,1
122614,12,1
122615,12,1
122616,12,1
122617,12,1
122618,12,1
122619,12,1
122620,12,1
122621,12,1
122622,12,1
122623,12,1
122624,12,1
122625,12,1
122626,12,1
122627,12,1
122628,12,1
122629,12,1
122630,12,1
122631,12,1
122632,12,1
122633,12,1
122634,12,1
122635,12,1
122636,12,1
122637,12,1
122638,12,1
122639,12,1
122640,12,1
122641,12,1
122642,12,1
122643,12,1
122644,12,1
122645,12,1
122646,12,1
122647,12,1
122648,12,1
122649,12,1
122650,12,1
122651,12,1
122652,12,1
122653,12,2
122654,12,1
122655,12,1
122658,12,1
122659,12,1
122660,12,1
122661,12,1
122662,12,1
122663,12,1
122664,12,1
122665,12,1
122666,12,1
122667,12,1
122668,12,>2
122669,12,1
122670,12,1
122671,12,1
122672,12,2
122673,12,1
122674,12,1
122675,12,1
122676,12,1
122677,12,1
122678,12,1
122679,12,1
122680,12,1
122681,12,1
122682,12,1
122683,12,1
122684,12,1
122685,12,1
122686,12,1
122687,12,1
122688,12,1
122689,12,1
122690,12,1
122691,12,1
122692,12,1
122693,12,1
122694,12,1
122695,12,1
122696,12,1
122697,12,1
122698,12,1
122699,12,1
122700,12,1
122701,12,1
122702,12,1
122703,12,1
122704,12,1
122705,12,1
122706,12,1
122707,12,1
122708,12,1
122709,12,1
122710,12,1
122711,12,1
122712,12,1
122713,12,1
122714,12,1
122715,12,1
122716,12,1
122717,12,1
122718,12,1
122719,12,1
122720,12,1
122721,12,1
122722,12,1
122723,12,1
122724,12,1
122725,12,1
122726,12,1
122727,12,1
122728,12,1
122729,12,1
122730,12,1
122731,12,1
122732,12,1
122733,12,1
122734,12,1
122735,12,1
122736,12,1
122737,12,1
122738,12,1
122739,12,1
122740,12,1
122741,12,2
122742,12,1
122743,12,1
122744,12,1
122745,12,1
122746,12,1
122747,12,1
122748,12,1
122749,12,1
122750,12,1
122751,12,1
122752,12,1
122753,12,1
122754,12,1
122755,12,1
122756,12,1
122757,12,1
122758,12,1
122759,12,>2
122760,12,1
122761,12,1
122762,12,1
122763,12,1
122764,12,1
122765,12,1
122766,12,1
122767,12,1
122768,12,1
122769,12,1
122770,12,1
122771,12,1
122772,12,1
122773,12,1
122774,12,1
122775,12,1
122776,12,1
122777,12,1
122778,12,1
122779,12,1
122780,12,1
122781,12,1
122782,12,1
122783,12,1
122784,12,1
122785,12,1
122786,12,1
122787,12,1
122788,12,1
122789,12,1
122790,12,1
122791,12,1
122792,12,1
122793,12,1
122794,12,1
122795,12,1
122796,12,1
122797,12,1
122798,12,1
122799,12,1
122800,12,1
122801,12,1
122802,12,1
122803,12,1
122804,12,1
122805,12,2
122806,12,1
122807,12,1
122808,12,1
130001,13,1
130002,13,1
130003,13,1
130004,13,1
130005,13,1
130006,13,2
130007,13,1
130008,13,1
130009,13,1
130010,13,2
130011,13,1
130012,13,1
130013,13,1
130014,13,1
130015,13,1
130016,13,1
130017,13,1
130018,13,2
130019,13,1
130020,13,1
130021,13,1
130022,13,1
130023,13,1
130024,13,1
130025,13,1
130026,13,1
130027,13,1
130028,13,1
130029,13,1
130030,13,1
130031,13,1
130032,13,1
130033,13,1
130034,13,1
130035,13,1
130036,13,1
130037,13,1
130038,13,1
130039,13,1
130040,13,1
130041,13,1
130042,13,1
130043,13,1
130044,13,1
130045,13,1
130046,13,1
130047,13,1
130048,13,1
130049,13,1
130050,13,1
130051,13,1
130052,13,1
130053,13,1
130054,13,1
130055,13,1
130056,13,1
130057,13,1
130058,13,1
130059,13,1
130060,13,1
130061,13,2
130062,13,1
130063,13,1
130064,13,1
130065,13,1
130066,13,1
130067,13,1
130068,13,1
130069,13,1
130070,13,1
130071,13,1
130072,13,1
130073,13,1
130074,13,1
130075,13,1
130076,13,1
130077,13,1
130078,13,1
130079,13,1
130080,13,2
130081,13,1
130082,13,1
130083,13,1
130084,13,1
130085,13,1
130086,13,1
130087,13,1
130088,13,1
130089,13,1
130090,13,1
130091,13,1
130092,13,1
130093,13,1
130094,13,1
130095,13,1
130096,13,1
130097,13,1
130098,13,1
130099,13,1
130100,13,1
130101,13,1
130102,13,1
130103,13,1
130105,13,2
130106,13,1
130107,13,1
130108,13,1
130110,13,1
130111,13,1
130112,13,1
130113,13,1
130114,13,1
130115,13,1
130116,13,1
130117,13,2
130118,13,1
130119,13,1
130120,13,1
130121,13,1
130122,13,2
130123,13,1
130124,13,1
130125,13,1
130126,13,1
130127,13,2
130128,13,1
130129,13,1
130130,13,1
130131,13,1
130132,13,1
130133,13,1
130134,13,1
130135,13,1
130136,13,1
130137,13,1
130138,13,1
130139,13,1
130140,13,1
130141,13,1
130142,13,1
130143,13,1
130144,13,1
130145,13,1
130146,13,1
130147,13,1
130148,13,1
130149,13,1
130150,13,1
130151,13,1
130152,13,1
130153,13,1
130154,13,1
130155,13,1
130156,13,1
130157,13,2
130158,13,1
130159,13,1
130160,13,1
130161,13,1
130162,13,1
130163,13,1
130164,13,1
130165,13,1
130166,13,1
130167,13,1
130168,13,1
130169,13,1
130170,13,2
130171,13,1
130172,13,1
130173,13,1
130174,13,1
130175,13,1
130176,13,1
130177,13,2
130178,13,1
130179,13,1
130180,13,1
130181,13,1
130182,13,2
130183,13,1
130184,13,1
130185,13,1
130186,13,1
130187,13,1
130188,13,1
130189,13,1
130190,13,1
130191,13,1
130192,13,1
130193,13,1
130194,13,>2
130195,13,1
130196,13,1
130197,13,1
130198,13,1
130199,13,1
130200,13,1
130201,13,1
130202,13,1
130203,13,1
130204,13,1
130205,13,1
130206,13,1
130207,13,1
130208,13,2
130209,13,1
130210,13,2
130211,13,1
130212,13,1
130213,13,1
130214,13,1
130215,13,1
130216,13,1
130217,13,1
130218,13,1
130219,13,1
130220,13,1
130221,13,1
130222,13,1
130223,13,1
130224,13,1
130225,13,1
130226,13,1
130227,13,1
130228,13,1
130229,13,1
130230,13,1
130231,13,1
130232,13,1
130233,13,1
130234,13,1
130235,13,1
130236,13,1
130237,13,1
130238,13,1
130239,13,1
130240,13,1
130241,13,1
130242,13,2
130243,13,1
130244,13,1
130245,13,1
130246,13,1
130247,13,2
130248,13,1
130249,13,2
130250,13,1
130251,13,1
130252,13,1
130253,13,1
130254,13,1
130255,13,1
130256,13,1
130257,13,1
130258,13,1
130259,13,1
130260,13,1
130261,13,1
130262,13,1
130263,13,1
130264,13,1
130265,13,1
130266,13,1
130267,13,1
130268,13,1
130269,13,1
130270,13,1
130271,13,1
130272,13,1
130273,13,1
130274,13,1
130275,13,1
130276,13,1
130277,13,1
130278,13,1
130279,13,2
130280,13,1
130281,13,1
130282,13,1
130283,13,1
130284,13,1
130285,13,1
130286,13,1
130287,13,1
130288,13,1
130289,13,1
130290,13,1
130291,13,1
130292,13,1
130293,13,1
130294,13,1
130295,13,1
130296,13,1
130297,13,1
130298,13,1
130299,13,1
130300,13,1
130301,13,1
130302,13,1
130303,13,1
130304,13,1
130305,13,1
130306,13,1
130307,13,1
130308,13,1
130309,13,1
130310,13,1
130311,13,1
130312,13,1
130313,13,1
130314,13,1
130315,13,2
130316,13,1
130317,13,1
130318,13,2
130319,13,1
130320,13,1
130321,13,1
130322,13,1
130323,13,1
130324,13,1
130325,13,1
130326,13,1
130327,13,1
130328,13,>2
130329,13,1
130330,13,1
130331,13,1
130332,13,1
130333,13,1
130334,13,2
130335,13,1
130336,13,1
130337,13,2
130338,13,1
130339,13,1
130340,13,1
130341,13,1
130342,13,1
130343,13,1
130344,13,1
130345,13,1
130346,13,1
130347,13,1
130348,13,1
130349,13,>2
130350,13,1
130351,13,1
130352,13,1
130353,13,1
130354,13,1
130355,13,1
130356,13,1
130357,13,1
130358,13,1
130359,13,1
130360,13,2
130361,13,1
130362,13,1
130363,13,1
130364,13,1
130365,13,1
130366,13,1
130367,13,1
130368,13,1
130369,13,1
130370,13,1
130371,13,1
130372,13,1
130373,13,1
130374,13,2
130375,13,1
130376,13,1
130377,13,1
130378,13,1
130379,13,1
130380,13,1
130381,13,1
130382,13,1
130383,13,1
130384,13,1
130385,13,>2
130386,13,1
130387,13,1
130388,13,1
130389,13,1
130390,13,1
130391,13,1
130392,13,1
130393,13,1
130394,13,1
130395,13,1
130396,13,1
130397,13,1
130398,13,2
130399,13,1
130400,13,1
130401,13,1
130402,13,1
130403,13,1
130404,13,1
130405,13,1
130406,13,1
130407,13,1
130408,13,1
130409,13,1
130410,13,1
130411,13,1
130412,13,1
130413,13,1
130414,13,1
130415,13,1
130416,13,1
130417,13,1
130418,13,1
130419,13,1
130420,13,1
130421,13,1
130422,13,1
130423,13,1
130424,13,1
130425,13,1
130426,13,1
130427,13,1
130428,13,1
130430,13,1
130431,13,1
130432,13,1
130433,13,2
130434,13,1
130435,13,1
130436,13,1
130437,13,1
130439,13,1
130440,13,1
130441,13,1
130442,13,1
130443,13,1
130444,13,1
130445,13,1
130446,13,1
130447,13,1
130448,13,1
130449,13,1
130450,13,1
130451,13,1
130452,13,1
130453,13,1
130454,13,1
130455,13,1
130456,13,1
130457,13,1
130458,13,1
130459,13,1
130460,13,1
130461,13,1
130462,13,1
130463,13,1
130464,13,1
130465,13,1
130466,13,1
130467,13,1
130468,13,1
130469,13,1
130470,13,1
130471,13,1
130472,13,1
130473,13,1
130474,13,1
130475,13,1
130476,13,1
130477,13,1
130478,13,1
130479,13,1
130480,13,>2
130481,13,2
130482,13,1
130483,13,1
130484,13,1
130485,13,2
130486,13,1
130487,13,1
130488,13,1
130489,13,1
130490,13,2
130491,13,1
130492,13,1
130493,13,1
130494,13,1
130495,13,1
130496,13,1
130497,13,1
130498,13,1
130499,13,1
130500,13,1
130501,13,1
130502,13,1
130503,13,1
130504,13,1
130505,13,1
130506,13,1
130507,13,1
130508,13,1
130509,13,1
130510,13,1
130511,13,1
130512,13,1
130513,13,1
130514,13,1
130515,13,1
130516,13,1
130517,13,1
130518,13,1
130519,13,1
130520,13,1
130521,13,1
130522,13,1
130523,13,1
130524,13,1
130525,13,1
130526,13,1
130527,13,1
130528,13,1
130529,13,1
130530,13,>2
130531,13,1
130532,13,1
130533,13,1
130534,13,1
130535,13,1
130536,13,1
130537,13,1
130538,13,1
130539,13,1
130540,13,1
130541,13,1
130542,13,1
130543,13,1
130544,13,1
130545,13,1
130546,13,1
130547,13,1
130548,13,1
130549,13,1
130550,13,1
130551,13,1
130552,13,1
130553,13,1
130554,13,1
130555,13,1
130556,13,1
130557,13,1
130558,13,1
130559,13,1
130560,13,1
130561,13,1
130562,13,1
130563,13,2
130564,13,1
130565,13,1
130566,13,1
130567,13,1
130568,13,1
130569,13,1
130570,13,1
130571,13,1
130572,13,1
130573,13,1
130574,13,1
130575,13,1
130576,13,1
130577,13,1
130578,13,1
130579,13,1
130580,13,2
130581,13,1
130582,13,1
130583,13,2
130584,13,1
130585,13,1
130586,13,1
130587,13,1
130588,13,1
130589,13,1
130590,13,1
130591,13,1
130592,13,>2
130593,13,1
130594,13,1
130595,13,1
130596,13,1
130597,13,1
130598,13,1
130599,13,1
130600,13,1
130601,13,1
130602,13,>2
130603,13,1
130604,13,1
130605,13,1
130606,13,1
130607,13,1
130608,13,1
130609,13,1
130610,13,1
130611,13,1
130612,13,1
130613,13,1
130614,13,1
130615,13,1
130616,13,1
130617,13,1
130618,13,1
130619,13,1
130620,13,1
130621,13,1
130622,13,1
130623,13,1
130624,13,1
130625,13,1
130626,13,1
130627,13,1
130628,13,1
130629,13,1
130630,13,1
130631,13,1
130632,13,2
130633,13,1
130634,13,1
130635,13,1
130636,13,1
130637,13,1
130638,13,1
130639,13,1
130640,13,2
130642,13,1
130643,13,1
130644,13,1
130645,13,1
130646,13,1
130647,13,1
130648,13,1
130649,13,1
130650,13,1
130651,13,1
130652,13,2
130653,13,1
130654,13,1
130655,13,>2
130656,13,1
130657,13,1
130658,13,1
130659,13,1
130660,13,1
130661,13,1
130662,13,1
130663,13,1
130664,13,1
130665,13,1
130666,13,1
130667,13,2
130668,13,1
130669,13,1
130670,13,2
130671,13,1
130672,13,1
130673,13,1
130674,13,1
130675,13,1
130676,13,1
130677,13,1
130678,13,1
130679,13,1
130680,13,1
130681,13,1
130682,13,1
130683,13,1
130684,13,1
130685,13,1
130686,13,1
130688,13,1
130689,13,1
130690,13,1
130691,13,1
130692,13,1
130693,13,1
130694,13,1
130695,13,1
130696,13,1
130697,13,1
130698,13,1
130699,13,1
130700,13,1
130701,13,1
130702,13,1
130703,13,1
130704,13,1
130705,13,1
130706,13,1
130707,13,1
130708,13,1
130709,13,1
130710,13,1
130711,13,1
130712,13,1
130713,13,1
130714,13,1
130715,13,2
130716,13,1
130717,13,1
130718,13,1
130719,13,1
130720,13,1
130721,13,1
130722,13,1
130723,13,>2
130724,13,1
130725,13,1
130726,13,1
130727,13,1
130728,13,1
130729,13,1
130730,13,1
130731,13,1
130732,13,1
130733,13,1
130734,13,1
130735,13,1
130736,13,1
130737,13,1
130738,13,1
130739,13,1
130740,13,1
130741,13,1
130742,13,1
130743,13,2
130744,13,1
130745,13,1
130746,13,2
130747,13,1
130748,13,1
130749,13,1
130750,13,1
130751,13,1
130752,13,1
130753,13,1
130754,13,1
130755,13,1
130756,13,1
130757,13,1
130758,13,1
130759,13,1
130760,13,1
130761,13,1
130762,13,1
130763,13,1
130764,13,1
130765,13,2
130766,13,1
130767,13,1
130768,13,1
130769,13,1
130770,13,1
130771,13,1
130772,13,1
130773,13,1
130774,13,1
130775,13,1
130776,13,1
130777,13,1
130778,13,1
130779,13,1
130780,13,1
130781,13,1
130782,13,1
130783,13,1
130784,13,1
130785,13,1
130786,13,1
130787,13,1
130788,13,1
130789,13,1
130790,13,1
130791,13,1
130792,13,1
130793,13,1
130794,13,1
130795,13,1
130796,13,1
130797,13,1
130798,13,1
130799,13,2
130800,13,1
130801,13,1
130802,13,1
130803,13,1
130804,13,1
130805,13,1
130806,13,1
130807,13,1
130808,13,1
130809,13,1
130810,13,1
130811,13,1
130812,13,1
130813,13,1
130814,13,1
130815,13,1
130816,13,2
130817,13,1
130818,13,1
130819,13,1
130820,13,2
130821,13,1
130822,13,1
130823,13,1
130824,13,1
130825,13,1
130826,13,1
130827,13,1
130828,13,1
130829,13,>2
130830,13,1
130831,13,1
130832,13,1
130833,13,1
130834,13,1
130835,13,1
130836,13,1
130837,13,1
130838,13,1
130839,13,1
130840,13,1
130841,13,1
130842,13,1
130843,13,1
130844,13,1
130845,13,1
130846,13,1
130847,13,1
130848,13,1
130849,13,>2
130850,13,1
130851,13,1
130852,13,1
130853,13,1
130854,13,1
130855,13,1
130856,13,1
130857,13,1
130858,13,1
130859,13,1
130860,13,1
130861,13,1
130862,13,1
130863,13,1
130864,13,1
130865,13,1
130866,13,1
130867,13,1
130868,13,1
130869,13,1
130870,13,1
130871,13,1
130872,13,1
130873,13,1
130874,13,1
130875,13,1
130876,13,1
130877,13,1
130878,13,1
130879,13,1
130880,13,1
130881,13,1
130882,13,1
130883,13,1
130884,13,2
130885,13,1
130886,13,1
130887,13,1
130888,13,1
130889,13,1
130890,13,1
130891,13,1
130892,13,1
130893,13,1
130894,13,1
130895,13,2
130896,13,1
130897,13,1
130898,13,1
130899,13,1
130900,13,1
130901,13,1
130902,13,1
130903,13,1
130904,13,1
130905,13,1
130906,13,1
130907,13,1
130908,13,1
130909,13,1
130910,13,1
130911,13,1
130912,13,1
130913,13,1
130914,13,1
130915,13,1
130916,13,1
130917,13,1
130918,13,1
130919,13,1
130920,13,1
130921,13,1
130922,13,1
130923,13,1
130924,13,1
130925,13,1
130926,13,1
130927,13,1
130928,13,1
130929,13,1
130930,13,1
130931,13,1
130932,13,1
130933,13,2
130934,13,1
130935,13,1
130936,13,1
130937,13,2
130938,13,1
130939,13,1
130940,13,1
130941,13,2
130942,13,1
130943,13,1
130944,13,1
130945,13,1
130946,13,1
130947,13,1
130948,13,1
130949,13,1
130950,13,1
130951,13,1
130952,13,1
130953,13,1
130954,13,1
130955,13,1
130956,13,1
130957,13,1
130958,13,1
130959,13,1
130960,13,1
130961,13,2
130962,13,1
130963,13,1
130964,13,1
130965,13,1
130966,13,1
130967,13,1
130968,13,1
130969,13,1
130970,13,1
130971,13,2
130972,13,1
130973,13,1
130974,13,1
130975,13,1
130976,13,1
130977,13,1
130978,13,1
130979,13,1
130980,13,1
130981,13,1
130982,13,1
130983,13,1
130984,13,1
130985,13,1
130986,13,1
130987,13,1
130988,13,1
130989,13,1
130990,13,1
130991,13,1
130992,13,1
130993,13,1
130994,13,1
130995,13,1
130996,13,1
130997,13,1
130998,13,1
130999,13,1
131000,13,1
131001,13,1
131002,13,1
131003,13,1
131004,13,1
131005,13,1
131006,13,1
131007,13,1
131008,13,1
131009,13,1
131010,13,1
131011,13,1
131012,13,1
131013,13,1
131014,13,1
131015,13,2
131016,13,1
131017,13,1
131018,13,1
131019,13,1
131020,13,1
131021,13,1
131022,13,1
131023,13,1
131024,13,1
131025,13,1
131026,13,1
131027,13,1
131028,13,1
131029,13,1
131030,13,1
131031,13,1
131032,13,1
131033,13,1
131034,13,1
131035,13,1
131036,13,1
131037,13,1
131038,13,1
131039,13,1
131040,13,1
131041,13,1
131042,13,1
131043,13,1
131044,13,1
131045,13,1
131046,13,1
131047,13,1
131048,13,1
131049,13,1
